gene	scaffold	start	end	exonLen	CDSlen	nonCDSLen	eExp	kExp	eRPK	kRPK	eTPM	kTPM	eSyn#	eSyns	eMis#	eMiss	kSyn#	kSyns	kMis#	kMiss	eSynFix	eMisFix	kSynFix	kMisFix	epN/pS	kpN/pS
CHST10	NW_008795029.1	8189208	8202703	3193	1084	12411	3278	2985	3023.9852398524	2753.69003690037	58.4421752480818	57.8342482854585	0	0	1	18	2	24	1	3	0	0	0	0		0.5
CHST11	NW_008796213.1	6726905	6828153	934	931	100317	1050	937	1127.81954887218	1006.44468313641	21.7964779902886	21.1378081447432	3	15	1	6	4	11	1	1	0	0	0	0	0.333333333333333	0.25
CHST12	NW_008796063.1	7075616	7077378	1762	1259	503	544	260	432.08895949166	206.513105639396	8.3506421792606	4.3372819982288	1	7	1	2	3	36	0	0	0	0	0	0	1	0
CHST13	NW_008795909.1	9985487	10090101	5171	910	103704	963	779	1058.24175824176	856.043956043956	20.4518029635031	17.9790237948642	6	16	0	0	4	7	0	0	0	0	0	0	0	0
CHST14	NW_008795855.1	226615	228734	2119	1013	1106	2150	1877	2122.40868706812	1852.91214215202	41.0181170208821	38.9157020014443	0	0	0	0	3	8	3	50	0	0	1	0		1
CHST15	NW_008795129.1	23265780	23283888	2642	1721	16387	1957	2439	1137.12957582801	1417.19930273097	21.9764055308554	29.7646631413829	2	32	3	5	8	86	5	37	0	0	0	0	1.5	0.625
CHST2	NW_008796078.1	3301516	3309743	3222	1367	6860	8275	4812	6053.40160936357	3520.11704462326	116.989313651119	73.9310962470473	5	30	2	7	4	7	5	6	0	0	0	0	0.4	1.25
CHST3	NW_008794452.1	4529995	4531513	1366	1366	152	380	255	278.184480234261	186.676427525622	5.37625181859047	3.92066307895418	6	79	2	16	7	9	1	1	0	0	1	0	0.333333333333333	0.142857142857143
CHST4	NW_008794418.1	90499	96441	1189	1139	4803	113	118	99.2098331870061	103.59964881475	1.9173501183263	2.17584685696247	3	35	1	1	0	0	3	19	0	0	1	1	0.333333333333333	
CHST8	NW_008795690.1	623352	771388	1482	1290	146746	416	217	322.480620155039	168.217054263566	6.23232834236016	3.53297094144932	1	5	1	9	0	0	6	15	1	0	2	0	1	
CHST9	NW_008796043.1	4574528	4672135	1930	1233	96374	367	503	297.64801297648	407.948094079481	5.7524081491429	8.56791107365506	3	3	5	14	4	14	1	1	0	0	0	0	1.66666666666667	0.25
CHSY1	NW_008794427.1	42457	115558	3922	1957	71144	2996	2088	1530.91466530404	1066.9391926418	29.5867790558145	22.4083412968985	2	10	0	0	9	65	2	8	0	0	1	0	0	0.222222222222222
CHTF18	NW_008796063.1	10919471	10930998	2832	2730	8797	2319	1783	849.45054945055	653.113553113553	16.4166601150446	13.7169873454185	16	81	12	35	16	73	9	23	0	0	0	0	0.75	0.5625
CHTF8	NW_008794418.1	1403627	1404627	997	175	825	401	620	2291.42857142857	3542.85714285714	44.2846308821358	74.4086941137899	0	0	0	0	0	0	0	0	0	0	0	0		
CHTOP	NW_008794583.1	460914	468765	1804	742	7109	7360	7924	9919.13746630728	10679.2452830189	191.699338500752	224.29035763758	0	0	0	0	0	0	0	0	0	0	0	0		
CIAO1	NW_008794178.1	15648	16443	589	564	231	994	1199	1762.41134751773	2125.8865248227	34.0607326627912	44.6488339122225	1	7	0	0	0	0	0	0	0	0	0	0	0	
CIAPIN1	NW_008794457.1	426048	432386	2178	919	5419	5459	5380	5940.15233949946	5854.18933623504	114.800634424484	122.952342146325	4	69	5	12	4	34	3	29	0	0	0	0	1.25	0.75
CIB1	NW_008795371.1	3303824	3306128	1220	618	1686	5059	4495	8186.08414239482	7273.46278317152	158.205985181572	152.76056740594	1	1	4	6	0	0	0	0	0	1	0	1	4	
CIB2	NW_008794743.1	1775908	1816474	910	452	40114	51	56	112.83185840708	123.893805309735	2.18061224495764	2.60207394488703	0	0	0	0	1	8	0	0	0	0	0	0		0
CIB3	NW_008795862.1	500824	505311	595	558	3929	11	18	19.7132616487455	32.258064516129	0.380982643964066	0.677498515604226	0	0	1	1	3	19	2	3	0	0	0	0		0.666666666666667
CIDEA	NW_008795863.1	2439742	2450390	4824	602	10046	11159	4891	18536.5448504983	8124.58471760797	358.241167440232	170.636216668486	0	0	1	4	1	1	0	0	0	0	0	0		0
CIDEC	NW_008795126.1	70713	74143	728	709	2721	934	420	1317.34837799718	592.383638928068	25.4593520348814	12.4415101173019	1	2	0	0	0	0	1	1	0	0	0	0	0	
CIITA	NW_008795492.1	4283345	4316003	3638	3638	29020	35	95	9.62067069818582	26.1132490379329	0.185931106917342	0.548442311284894	13	103	6	18	5	22	5	19	0	0	1	0	0.461538461538462	1
CILP	NW_008795371.1	6626431	6638371	4224	3301	8639	473	425	143.289912147834	128.748863980612	2.76925100250645	2.70404209121044	15	126	9	33	8	54	5	7	1	0	0	0	0.6	0.625
CILP2	NW_008795320.1	878339	898511	3126	3114	17058	31	71	9.95504174694926	22.8002569043031	0.192393232185742	0.478861346449872	19	81	9	48	15	54	9	62	0	0	1	0	0.473684210526316	0.6
CINP	NW_008795405.1	16353370	16359242	831	703	5169	572	455	813.655761024182	647.226173541963	15.7248824996605	13.5933379268814	2	7	1	1	1	2	5	36	0	0	0	0	0.5	5
CIPC	NW_008795405.1	3048429	3056650	2295	1149	7072	2208	1346	1921.67101827676	1171.45343777198	37.1386185816079	24.6033969208894	0	0	2	18	0	0	3	3	0	1	1	0		
CIR1	NW_008795194.1	2356814	2381539	2152	1305	23420	1855	1617	1421.45593869732	1239.08045977012	27.4713566660233	26.0237303384621	0	0	6	26	6	24	2	8	0	1	0	1		0.333333333333333
CIRBP	NW_008795320.1	1510108	1515371	3297	616	4647	33066	31546	53678.5714285714	51211.038961039	1037.40336994779	1075.55748923828	2	5	0	0	1	1	0	0	0	0	1	0	0	0
CISD1	NW_008794890.1	3339357	3359753	2559	324	20072	16573	14951	51151.2345679012	46145.0617283951	988.559525812678	969.159535527044	1	9	0	0	0	0	1	3	0	0	0	0	0	
CISD2	NW_008794665.1	5958702	5963322	875	315	4305	1031	1115	3273.01587301587	3539.68253968254	63.2549936817428	74.3420196566986	0	0	0	0	1	22	1	1	0	0	0	0		1
CISH	NW_008795139.1	780466	789256	3666	774	8016	9071	6855	11719.6382428941	8856.58914728682	226.496195486975	186.010106018703	2	6	0	0	2	39	0	0	0	0	0	0	0	0
CIT	NW_008796167.1	618072	689249	6166	6166	65011	13641	7874	2212.29322088874	1277.00291923451	42.7552444408208	26.820195048313	16	72	8	13	18	95	3	5	1	0	1	1	0.5	0.166666666666667
CITED2	NW_008795490.1	8330769	8333049	2133	822	1458	2920	2479	3552.31143552311	3015.81508515815	68.6527185102068	63.3395175494759	2	3	0	0	0	0	0	0	0	0	0	0	0	
CITED4	NW_008796077.1	660071	661936	1865	614	1251	3997	4795	6509.77198697068	7809.44625407166	125.809223627746	164.017535589561	1	1	2	3	0	0	1	1	0	0	0	0	2	
CIZ1	NW_008796111.1	1051667	1072680	3226	2223	18790	3999	2667	1798.92037786775	1199.73009446694	34.7663138679288	25.1972761019391	3	33	6	13	5	53	2	3	0	0	0	0	2	0.4
CKAP2	NW_008794446.1	694747	707216	2079	2079	10390	1665	399	800.865800865801	191.919191919192	15.4777010375484	4.03077399687767	6	16	8	70	5	70	7	30	0	0	1	0	1.33333333333333	1.4
CKAP2L	NW_008794538.1	78756	85121	2163	2112	4253	466	213	220.643939393939	100.852272727273	4.26421121490565	2.11814521710923	5	25	15	52	1	18	2	22	0	0	0	0	3	2
CKAP4	NW_008795046.1	254166	257588	3175	1292	2130	3903	3834	3020.89783281734	2967.49226006192	58.3825073698702	62.3246196390284	1	2	1	23	1	29	2	2	0	0	0	0	1	2
CKAP5	NW_008795128.1	4093690	4137511	6587	6071	37750	10667	6653	1757.0416735299	1095.86559051227	33.956957213068	23.0158666370882	10	88	6	49	5	29	2	24	3	0	3	0	0.6	0.4
CKB	NW_008795405.1	17271953	17279233	1535	1316	5964	47768	46340	36297.8723404255	35212.7659574468	701.500320998654	739.554496661166	6	14	0	0	7	54	1	1	0	0	1	0	0	0.142857142857143
CLASP1	NW_008794888.1	8979124	9165168	9370	4361	181683	12054	7908	2764.04494382023	1813.34556294428	53.4185143735029	38.08470674234	10	38	1	10	12	156	1	1	1	0	2	0	0.1	0.0833333333333333
CLASP2	NW_008794545.1	231698	384964	6870	4555	148711	16523	13870	3627.44237102086	3045.0054884742	70.1047147835503	63.9525876518878	7	19	1	2	6	14	2	3	0	0	0	0	0.142857142857143	0.333333333333333
CLCC1	NW_008795702.1	1925690	1943271	1703	1550	16031	1858	1891	1198.70967741935	1220	23.1665155358804	25.6229938601518	8	43	4	30	3	84	6	68	0	0	0	0	0.5	2
CLCN1	NW_008796114.1	2676589	2752749	4973	3087	73073	655	461	212.180110139294	149.335924846129	4.10063746922361	3.13642088969873	2	10	4	10	5	18	8	56	0	0	0	0	2	1.6
CLCN2	NW_008796193.1	8404340	8412228	2267	2267	5621	498	602	219.673577415086	265.549183943538	4.24545779505596	5.57718451619147	10	43	6	12	4	9	0	0	0	0	1	0	0.6	0
CLCN3	NW_008794543.1	3243596	3302803	7343	2699	56508	12649	10217	4686.55057428677	3785.4761022601	90.5732628459637	79.5042876442311	4	18	0	0	8	66	0	0	0	0	0	0	0	0
CLCN4	NW_008796187.1	2420782	2469832	6538	2283	46767	6691	4612	2930.79281646956	2020.14892685064	56.6411188582036	42.428084876464	14	93	0	0	6	22	1	1	0	0	0	0	0	0.166666666666667
CLCN6	NW_008794443.1	2497534	2517390	6616	2554	17302	4743	3847	1857.08692247455	1506.26468285043	35.8904527521689	31.6352546888853	7	43	2	4	6	86	6	31	0	0	1	0	0.285714285714286	1
CLCN7	NW_008794125.1	2752923	2773817	3378	2765	18129	3912	3367	1414.82820976492	1217.72151898734	27.3432677816401	25.5751401675307	17	82	14	123	6	48	8	27	0	0	0	0	0.823529411764706	1.33333333333333
CLDN1	NW_008795629.1	2967367	2998326	2550	685	30274	21890	18510	31956.204379562	27021.897810219	617.59233213223	567.526165312206	1	3	2	2	0	0	0	0	0	0	0	0	2	
CLDN10	NW_008795023.1	169896	233093	923	676	62521	2566	3276	3795.85798816568	4846.15384615385	73.3595504494056	101.781123151927	2	19	0	0	2	43	0	0	0	0	0	0	0	0
CLDN11	NW_008795378.1	1844131	1853925	634	621	9173	865	662	1392.91465378422	1066.02254428341	26.9197617862883	22.3890894319322	1	1	1	1	3	7	0	0	0	0	0	0	1	0
CLDN12	NW_008795018.1	10994418	11008979	4143	737	13824	3124	2410	4238.80597014925	3270.01356852103	81.9200563830032	68.678309499039	2	31	0	0	1	24	0	0	0	0	0	0	0	0
CLDN14	NW_008795695.1	9329715	9330425	710	710	0	21	65	29.5774647887324	91.5492957746479	0.571620310111514	1.92275987175002	2	3	1	7	7	19	0	0	0	0	0	1	0.5	0
CLDN16	NW_008795629.1	2958194	2965543	712	709	6640	133	214	187.588152327221	301.833568406206	3.62536811631609	6.33924563119666	3	14	2	3	3	7	5	15	0	0	0	0	0.666666666666667	1.66666666666667
CLDN18	NW_008795924.1	1402851	1419383	775	775	15757	20	48	25.8064516129032	61.9354838709677	0.498740915734777	1.30079714996011	1	2	1	1	2	2	0	0	0	0	0	0	1	0
CLDN19	NW_008794413.1	37376	40040	461	422	2242	231	279	547.39336492891	661.137440758294	10.5790393885567	13.8855086764477	1	9	0	0	0	0	0	0	0	0	0	0	0	
CLDN2	NW_008794951.1	8569378	8570201	784	695	128	1969	366	2833.09352517986	526.618705035971	54.7529617905306	11.06028511949	2	19	0	0	1	5	0	0	0	0	1	1	0	0
CLDN20	NW_008795490.1	4446371	4447918	1547	659	888	2	6	3.03490136570561	9.10470409711684	0.0586531425939988	0.191221128835184	4	6	3	6	0	0	2	35	0	0	0	0	0.75	
CLDN23	NW_008795709.1	568044	568745	701	701	0	164	174	233.9514978602	248.216833095578	4.52139589086235	5.21316261507731	4	10	2	30	2	3	1	1	0	0	0	0	0.5	0.5
CLDN25	NW_008794084.1	376777	377646	673	673	196	19	18	28.2317979197623	26.7459138187221	0.545613668959479	0.561729824230547	3	24	4	22	7	43	5	11	0	0	0	0	1.33333333333333	0.714285714285714
CLDN3	NW_008795034.1	881764	882484	720	644	76	1171	1287	1818.32298136646	1998.44720496894	35.1412926670965	41.9722954612761	1	1	1	1	2	2	0	0	0	0	0	0	1	0
CLDN34	NW_008796187.1	2278094	2278738	644	644	0	0	0	0	0	0	0	6	27	3	35	2	13	2	80	0	0	0	0	0.5	1
CLDN5	NW_008794776.1	5292742	5293448	706	650	56	841	752	1293.84615384615	1156.92307692308	25.0051431040795	24.2982236857934	0	0	0	0	2	2	0	0	0	0	0	0		0
CLDND1	NW_008794443.1	4788865	4800602	5866	752	10985	5735	3442	7626.32978723404	4577.12765957447	147.388054693995	96.1309130478752	0	0	1	1	1	4	6	51	0	0	0	0		6
CLEC16A	NW_008795492.1	4177698	4256753	8740	3030	76025	2943	2420	971.287128712871	798.679867986799	18.7712994906068	16.7742371751251	5	67	2	2	4	5	1	1	0	0	0	0	0.4	0.25
CLEC19A	NW_008795492.1	1222027	1229894	559	559	7308	56	19	100.178890876565	33.9892665474061	1.93607833120656	0.713858006602664	6	23	0	0	1	2	0	0	0	0	0	0	0	0
CLEC3A	NW_008795126.1	5536033	5542252	957	585	5634	1	0	1.70940170940171	0	0.0330362572388421	0	4	41	0	0	5	13	2	6	0	0	1	0	0	0.4
CLEC3B	NW_008794010.1	1621208	1629826	2329	603	8015	2565	2505	4253.73134328358	4154.22885572139	82.2085072857603	87.2490003801761	3	7	1	3	5	23	1	1	0	0	0	0	0.333333333333333	0.2
CLGN	NW_008794447.1	3713456	3739067	2475	1890	23721	3109	1993	1644.97354497355	1054.49735449735	31.791104971959	22.1470321637968	3	5	6	18	7	12	4	42	0	0	0	0	2	0.571428571428571
CLHC1	NW_008796214.1	2257416	2268664	1840	1840	9408	18	21	9.78260869565217	11.4130434782609	0.189060754741852	0.239701920466495	3	37	10	51	1	1	3	5	0	0	0	0	3.33333333333333	3
CLIC3	NW_008794455.1	237361	240181	720	711	2109	299	511	420.534458509142	718.706047819972	8.12733746122652	15.0945906971681	4	48	1	1	4	13	2	3	0	0	0	0	0.25	0.5
CLIC4	NW_008795030.1	1769791	1783811	4797	706	13314	26217	13648	37134.5609065156	19331.4447592068	717.670340337071	406.007778994279	4	9	0	0	1	1	0	0	0	0	1	0	0	0
CLIC5	NW_008796220.1	3668311	3752353	10667	1238	82804	3353	5137	2708.40064620355	4149.43457189015	52.3431209654886	87.1483086546253	4	15	3	7	5	11	2	3	0	1	0	0	0.75	0.4
CLIC6	NW_008795695.1	8478014	8519753	1575	1317	40422	978	1299	742.596810933941	986.332574031891	14.3515822733931	20.7154044987597	3	8	3	21	6	78	4	48	0	0	0	0	1	0.666666666666667
CLINT1	NW_008796044.1	10492886	10517824	2154	2060	22878	7146	6764	3468.93203883495	3283.49514563107	67.0413107397222	68.9614557019206	2	3	3	10	3	9	3	4	1	1	0	0	1.5	1
CLIP1	NW_008795859.1	1538758	1603481	7053	6611	58112	7382	8326	1116.62380880351	1259.41612464075	21.5801067611893	26.4508292041362	18	87	16	75	8	100	13	131	0	0	0	1	0.888888888888889	1.625
CLIP2	NW_008795034.1	3591613	3655921	3243	3122	61186	3989	2311	1277.7065983344	740.230621396541	24.6932266571295	15.5466595632295	15	71	1	17	10	40	2	2	0	0	1	0	0.0666666666666667	0.2
CLIP4	NW_008796042.1	1954899	1985193	2327	2082	28212	1562	2295	750.240153698367	1102.30547550432	14.4992991244653	23.1511200252943	7	66	5	13	6	50	0	0	1	1	2	0	0.714285714285714	0
CLK1	NW_008795918.1	1720944	1727170	1715	1487	4739	1040	1512	699.394754539341	1016.8123739072	13.5166502381382	21.3555550930742	1	4	2	3	3	3	1	1	0	0	1	1	2	0.333333333333333
CLK2	NW_008794808.1	206923	214011	1976	1503	5585	1099	1068	731.204258150366	710.578842315369	14.1314074003394	14.9238994375414	5	11	1	1	1	2	3	3	0	0	0	0	0.2	3
CLK3	NW_008795250.1	1581652	1595700	4624	1455	12593	920	1224	632.302405498282	841.237113402062	12.2200093786562	17.6680437636335	7	37	0	0	8	84	1	1	0	0	0	0	0	0.125
CLK4	NW_008796044.1	14201885	14212272	1716	1484	8903	1358	1806	915.094339622642	1216.98113207547	17.6853058209254	25.559590225484	4	12	2	2	4	7	2	2	0	0	0	0	0.5	0.5
CLMN	NW_008795405.1	12052928	12074455	2654	2654	18873	2076	1868	782.215523737754	703.843255463451	15.1172618561734	14.7824355846306	3	6	9	86	4	18	4	48	1	0	1	1	3	1
CLMP	NW_008795485.1	614847	655997	1675	1109	40041	280	220	252.479711451758	198.376916140667	4.87947604663871	4.16640205267883	5	22	0	0	5	27	4	10	0	0	1	0	0	0.8
CLN5	NW_008795495.1	4668599	4675989	1764	1067	6323	1036	515	970.946579194002	482.661668228679	18.7647179589247	10.1370794766837	0	0	4	7	6	55	7	9	0	0	0	0		1.16666666666667
CLN6	NW_008795371.1	4840426	4847343	1001	914	6003	1524	1010	1667.39606126915	1105.03282275711	32.2244472414849	23.2084010104686	2	3	1	1	1	1	1	6	1	0	0	0	0.5	1
CLN8	NW_008796219.1	1118025	1123299	4845	856	4418	4537	4904	5300.23364485981	5728.97196261682	102.433431038769	120.322470018945	2	4	1	5	1	14	2	4	0	0	0	0	0.5	2
CLNK	NW_008795869.1	177680	297856	1187	1187	118989	3	8	2.5273799494524	6.7396798652064	0.0488446768779847	0.141549816234076	2	4	5	40	1	2	7	66	0	0	1	1	2.5	7
CLNS1A	NW_008796046.1	2588621	2598247	1258	481	9145	4626	4343	9617.46361746362	9029.10602910603	185.869126200263	189.633383890528	0	0	0	0	1	6	1	1	0	0	0	0		1
CLOCK	NW_008795127.1	7494935	7526745	3704	2693	29117	1222	742	453.769030820646	275.529149647234	8.76963580108838	5.78678828664256	3	32	0	0	5	81	3	9	0	0	0	0	0	0.6
CLP1	NW_008794464.1	3620	6317	1255	1249	1448	1251	1000	1001.60128102482	800.640512409928	19.3571571788535	16.8154155194003	6	14	1	1	3	8	1	1	0	0	0	0	0.166666666666667	0.333333333333333
CLPB	NW_008794410.1	11792	113215	2008	1748	99675	4296	3751	2457.66590389016	2145.88100686499	47.4973685597073	45.0687671012443	6	31	1	18	0	0	1	1	0	0	0	0	0.166666666666667	
CLPS	NW_008794598.1	5425103	5426249	354	354	792	121	124	341.80790960452	350.282485875706	6.60585160635998	7.35679179091143	2	12	1	1	2	4	0	0	0	0	0	0	0.5	0
CLPTM1L	NW_008795364.1	5444904	5477887	1737	1501	31482	3012	2377	2006.66222518321	1583.6109260493	38.7811765356326	33.2597156024841	5	11	1	1	3	80	1	2	1	0	0	0	0.2	0.333333333333333
CLPX	NW_008795371.1	6696308	6714663	3606	1838	16517	11870	13729	6458.10663764962	7469.53210010881	124.810728212001	156.878504212537	2	16	3	3	2	2	0	0	0	0	1	0	1.5	0
CLRN1	NW_008795907.1	119061	128431	696	696	8674	10	2	14.367816091954	2.87356321839081	0.277675437998888	0.0603518792635948	2	6	1	1	2	4	0	0	0	0	0	0	0.5	0
CLRN2	NW_008795253.1	2370814	2377028	696	696	5518	66	20	94.8275862068966	28.7356321839081	1.83265789079266	0.603518792635948	0	0	2	3	1	14	4	20	0	0	0	0		4
CLRN3	NW_008795129.1	25132375	25141232	681	681	8176	57	151	83.7004405286344	221.732745961821	1.61761233132039	4.65693179374946	1	6	0	0	4	15	3	24	0	0	0	1	0	0.75
CLSPN	NW_008795919.1	1573804	1589050	4363	3977	11269	422	370	106.110133266281	93.0349509680664	2.05070677006611	1.95396227658548	12	88	26	164	9	33	10	97	0	0	1	0	2.16666666666667	1.11111111111111
CLSTN1	NW_008794443.1	3666867	3700031	5518	3031	30133	66899	37518	22071.5935334873	12378.0930386011	426.560262361418	259.970329449561	11	114	6	46	8	37	8	13	0	0	0	0	0.545454545454545	1
CLSTN2	NW_008794625.1	1240222	1528010	4451	3140	284648	7262	3520	2312.73885350318	1121.01910828025	44.6964778789986	23.5441522365392	6	49	5	63	8	89	7	18	0	0	0	0	0.833333333333333	0.875
CLSTN3	NW_008796114.1	2467469	2480098	3425	2776	9853	29391	16346	10587.5360230548	5888.32853025937	204.616949696139	123.669348997863	9	30	5	9	8	101	2	8	0	0	0	0	0.555555555555556	0.25
CLTB	NW_008796044.1	9499511	9506960	2553	522	6927	20870	15453	39980.8429118774	29603.4482758621	772.678185471572	621.745060173554	0	0	0	0	1	6	1	1	0	0	0	0		1
CLTC	NW_008795131.1	2559752	2586324	6266	4924	21648	29250	20048	5940.29244516653	4071.4865962632	114.803342136096	85.5112098833954	9	96	0	0	5	26	0	0	1	0	0	0	0	0
CLTCL1	NW_008794161.1	690334	726990	6351	5044	31612	14365	13215	2847.9381443299	2619.94448850119	55.0398520247899	55.0252635596759	8	29	3	3	11	80	2	3	0	0	2	0	0.375	0.181818181818182
CLU	NW_008794891.1	252677	256352	1138	945	2730	16002	14798	16933.3333333333	15659.2592592593	327.257164207969	328.882872011906	3	5	0	0	0	0	0	0	0	0	0	0	0	
CLUAP1	NW_008794125.1	2019033	2092293	1425	1254	72006	1294	1119	1031.89792663477	892.344497607656	19.9426765288924	18.7414242486403	3	47	5	5	4	47	3	3	1	0	0	0	1.66666666666667	0.75
CLUH	NW_008795131.1	5675152	5710711	7105	4789	30770	20841	13494	4351.84798496555	2817.70724577156	84.10473015496	59.1787667689426	16	104	9	33	12	115	9	45	0	0	0	0	0.5625	0.75
CLUL1	NW_008796043.1	7494721	7509802	1864	1379	13702	0	7	0	5.0761421319797	0	0.106611441541782	7	44	3	8	1	1	7	30	0	0	0	0	0.428571428571429	7
CLVS2	NW_008796222.1	1609879	1682640	979	979	71782	1447	851	1478.03881511747	869.254341164454	28.5648892455501	18.2564743004648	2	6	0	0	1	1	1	2	0	0	0	0	0	1
CLYBL	NW_008794408.1	2705065	2820369	1727	1203	114101	641	619	532.834580216126	514.546965918537	10.2976732507957	10.8067489741725	2	10	3	3	0	0	4	8	0	0	0	0	1.5	
CMAS	NW_008795252.1	8016285	8045806	2478	1295	28226	2469	1883	1906.56370656371	1454.05405405405	36.8466514955831	30.5387033601278	3	61	4	37	5	15	2	4	0	0	0	0	1.33333333333333	0.4
CMC1	NW_008796217.1	6036442	6078297	6393	246	41609	1467	1331	5963.41463414634	5410.56910569106	115.250206427187	113.635228668073	0	0	0	0	0	0	1	2	0	0	0	0		
CMC2	NW_008795126.1	3965275	3979780	1990	225	14280	1234	962	5484.44444444444	4275.55555555556	105.993527725101	89.797158810441	0	0	1	23	0	0	0	0	0	0	0	0		
CMC4	NW_008796057.1	325600	335560	1825	226	9734	410	604	1814.1592920354	2672.56637168142	35.0608243306914	56.1304522397059	0	0	0	0	0	0	0	0	0	0	0	0		
CMIP	NW_008795126.1	3611111	3678672	2289	2025	65536	2427	1890	1198.51851851852	933.333333333333	23.1628211587268	19.6022903848156	5	22	0	0	7	37	5	8	0	0	0	0	0	0.714285714285714
CMKLR1	NW_008795859.1	704195	706482	1725	1085	1202	279	212	257.142857142857	195.391705069124	4.96959698178581	4.10370529451703	7	33	1	1	4	45	0	0	0	0	0	0	0.142857142857143	0
CMPK1	NW_008796165.1	5797869	5809273	2901	546	10858	6142	3882	11249.0842490842	7109.89010989011	217.40216995818	149.325139862351	1	2	1	1	0	0	0	0	0	0	0	0	1	
CMPK2	NW_008795017.1	5902886	5909935	1882	762	6287	672	887	881.889763779528	1164.04199475066	17.0435871991254	24.4477384298811	4	25	5	17	0	0	2	3	0	0	0	0	1.25	
CMSS1	NW_008794443.1	6445657	6485812	1646	947	39208	782	816	825.765575501584	861.668426610349	15.9589193231817	18.0971514791177	3	4	4	24	3	11	1	8	0	0	0	0	1.33333333333333	0.333333333333333
CMTM3	NW_008795690.1	1673866	1679673	392	341	5466	115	83	337.243401759531	243.401759530792	6.51763696698856	5.11203425410461	0	0	0	0	0	0	1	39	0	0	0	0		
CMTM4	NW_008795690.1	1638077	1660308	1401	503	21728	602	309	1196.81908548708	614.314115308151	23.1299775582565	12.9021039383159	2	10	2	2	1	2	0	0	0	0	0	0	1	0
CMTM7	NW_008796217.1	7780587	7795762	2020	534	14641	392	339	734.082397003745	634.831460674157	14.1870309176241	13.3330185402337	3	14	1	3	2	3	0	0	0	0	0	0	0.333333333333333	0
CMTM8	NW_008796217.1	7754469	7762845	677	380	7996	488	375	1284.21052631579	986.842105263158	24.8189229382753	20.7261059049977	0	0	0	0	2	41	0	0	0	0	0	0		0
CMTR1	NW_008795857.1	3547000	3575266	5407	2473	25793	3295	2794	1332.38980994743	1129.80186008896	25.7500459147436	23.7286115772521	4	7	2	2	4	5	1	1	0	0	0	0	0.5	0.25
CMTR2	NW_008794457.1	1814641	1817380	2739	2294	445	375	321	163.469921534438	139.930252833479	3.15925411149563	2.93887869606698	8	78	4	34	10	33	6	79	0	0	0	0	0.5	0.6
CNBP	NW_008796112.1	1981560	1992681	1648	515	10606	24370	31029	47320.3883495146	60250.4854368932	914.523785461533	1265.4080478858	1	1	0	0	0	0	0	0	0	0	0	0	0	
CNDP1	NW_008795036.1	4107300	4118858	1504	1471	10087	1195	967	812.372535690007	657.375934738273	15.7000826167529	13.8065078193527	8	70	4	19	6	17	5	6	0	0	0	0	0.5	0.833333333333333
CNDP2	NW_008795036.1	4139366	4153347	2124	1417	12564	5252	4830	3706.42201834862	3408.60973888497	71.6310920718159	71.5891691894289	5	45	2	2	3	57	4	39	0	0	0	0	0.4	1.33333333333333
